,carat,cut,color,depth,table,price,x,y,z
4753,0.71,Ideal,E,61.9,55.0,3773,5.68,5.72,3.53
4754,0.31,Very Good,I,62.8,57.0,489,4.28,4.32,2.7
4755,0.38,Ideal,H,62.0,54.0,671,4.66,4.72,2.91
4756,0.3,Very Good,F,63.3,55.0,506,4.33,4.29,2.73
4757,0.31,Premium,I,60.8,60.0,558,4.42,4.37,2.67
4758,0.5,Very Good,E,61.4,58.0,1154,5.09,5.11,3.13
4759,0.7,Fair,F,66.2,59.0,1087,5.59,5.4,3.65
4760,1.04,Ideal,G,61.7,56.0,9465,6.5,6.54,4.02
4761,0.29,Very Good,E,58.9,59.0,664,4.33,4.4,2.57
4762,0.31,Very Good,H,61.4,55.0,446,4.36,4.44,2.7
4763,0.53,Ideal,F,61.6,56.0,2290,5.26,5.23,3.23
4764,0.7,Very Good,H,58.5,65.0,2475,5.81,5.84,3.41
4765,0.35,Ideal,D,62.4,55.0,829,4.48,4.52,2.81
4766,0.7,Very Good,E,63.6,57.0,3154,5.61,5.65,3.58
4767,0.44,Ideal,F,60.9,55.0,1196,4.92,4.96,3.01
4768,0.72,Ideal,E,60.8,57.0,3091,5.79,5.82,3.53
4769,1.06,Very Good,G,62.0,58.0,7003,6.51,6.56,4.05
4770,1.24,Premium,F,62.8,60.0,5583,6.84,6.82,4.29
4771,0.34,Ideal,D,61.8,55.0,1130,4.46,4.48,2.76
4772,0.54,Very Good,F,63.0,60.0,1356,5.13,5.12,3.23
4773,1.23,Ideal,J,61.5,57.0,5217,6.9,6.95,4.26
4774,1.01,Premium,H,59.2,58.0,3417,6.58,6.56,3.89
4775,0.73,Ideal,F,60.5,59.0,2255,5.83,5.88,3.54
4776,0.36,Ideal,H,61.5,57.0,505,4.57,4.6,2.82
4777,0.28,Premium,E,60.1,59.0,828,4.26,4.22,2.55
4778,0.54,Very Good,F,61.0,58.0,1813,5.24,5.25,3.2
4779,1.2,Ideal,H,61.6,57.0,5712,6.84,6.79,4.2
4780,0.31,Ideal,D,61.3,57.0,621,4.36,4.41,2.69
4781,1.0,Very Good,I,58.5,61.0,4649,6.51,6.55,3.82
4782,1.11,Ideal,I,61.9,55.0,5329,6.65,6.66,4.12
4783,0.59,Ideal,G,62.2,56.0,2283,5.39,5.35,3.34
4784,1.11,Premium,H,61.9,58.0,4960,6.63,6.59,4.09
4785,1.83,Ideal,H,61.5,56.0,15032,7.87,7.81,4.82
4786,0.42,Ideal,D,61.9,57.0,810,4.77,4.82,2.97
4787,0.35,Premium,F,60.9,57.0,879,4.58,4.55,2.78
4788,2.22,Very Good,J,61.2,63.0,10662,8.33,8.23,5.07
4789,1.06,Ideal,E,60.7,57.0,3977,6.61,6.59,4.0
4790,1.14,Premium,E,59.7,58.0,10258,6.83,6.91,4.1
4791,0.71,Ideal,H,63.0,57.0,3354,5.68,5.72,3.59
4792,1.5,Ideal,F,60.2,57.0,13653,7.43,7.39,4.46
4793,0.31,Ideal,D,61.0,57.0,732,4.41,4.38,2.68
4794,0.31,Premium,G,60.5,60.0,816,4.33,4.4,2.64
4795,1.04,Ideal,G,61.9,56.0,5311,6.46,6.5,4.01
4796,0.31,Premium,H,60.6,59.0,907,4.38,4.36,2.65
4797,1.21,Premium,D,62.6,56.0,10706,6.83,6.74,4.25
4798,1.16,Ideal,G,62.3,57.0,7203,6.72,6.66,4.17
4799,0.3,Ideal,G,61.9,55.0,863,4.33,4.36,2.69
4800,0.32,Ideal,F,61.2,57.0,800,4.42,4.44,2.71
4801,1.03,Ideal,G,61.9,56.0,4928,6.46,6.5,4.01
4802,0.55,Ideal,F,61.1,56.0,1256,5.29,5.32,3.24
4803,0.71,Ideal,D,61.5,56.0,2610,5.74,5.78,3.54
4804,1.04,Very Good,I,59.6,57.0,3603,6.6,6.62,3.94
4805,0.82,Premium,F,62.4,56.0,2962,6.01,5.98,3.74
4806,1.53,Good,E,63.5,58.0,11303,7.29,7.35,4.65
4807,0.53,Ideal,H,61.1,55.0,1245,5.24,5.28,3.21
4808,0.26,Ideal,H,61.1,57.0,600,4.16,4.12,2.53
4809,1.01,Premium,H,62.0,60.0,3507,6.39,6.25,3.92
4810,1.5,Premium,J,60.5,59.0,6806,7.38,7.47,4.49
4811,0.41,Very Good,G,62.4,56.0,698,4.75,4.77,2.97
4812,2.11,Premium,D,60.9,60.0,18575,8.28,8.21,5.02
4813,1.02,Premium,G,62.2,58.0,4435,6.44,6.48,4.02
4814,0.74,Ideal,E,62.3,58.0,2872,5.74,5.78,3.59
4815,0.81,Very Good,I,62.6,59.7,2444,5.86,5.92,3.69
4816,0.35,Ideal,H,61.7,56.0,798,4.53,4.55,2.8
4817,1.01,Good,E,58.0,60.0,6522,6.64,6.68,3.86
4818,1.07,Premium,G,62.2,58.0,6040,6.54,6.48,4.05
4819,0.35,Ideal,F,61.5,55.0,945,4.51,4.56,2.79
4820,0.7,Good,E,63.3,60.0,2569,5.56,5.59,3.53
4821,0.72,Very Good,D,61.0,59.0,2697,5.74,5.77,3.51
4822,0.32,Ideal,D,62.1,54.0,924,4.4,4.43,2.74
4823,0.32,Premium,F,61.3,58.0,990,4.4,4.37,2.69
4824,0.7,Very Good,G,60.0,56.0,2741,5.77,5.83,3.48
4825,1.51,Ideal,G,59.8,60.0,12846,7.45,7.5,4.47
4826,0.71,Ideal,E,61.9,55.0,3360,5.74,5.77,3.56
4827,0.51,Premium,D,62.0,59.0,1602,5.15,5.11,3.18
4828,1.11,Ideal,J,61.7,57.0,4854,6.67,6.72,4.13
4829,0.9,Ideal,D,63.0,57.0,5897,6.14,6.09,3.85
4830,1.35,Premium,J,60.9,59.0,5546,7.07,7.12,4.32
4831,1.62,Ideal,G,61.3,55.0,16183,7.55,7.6,4.64
4832,1.51,Premium,H,60.6,59.0,10519,7.45,7.41,4.5
4833,0.73,Ideal,H,61.0,56.0,3164,5.83,5.88,3.57
4834,1.01,Good,F,56.9,60.0,4077,6.68,6.64,3.79
4835,1.52,Premium,H,63.0,60.0,12013,7.3,7.25,4.58
4836,1.07,Very Good,D,59.9,55.0,9681,6.69,6.71,4.01
4837,0.38,Ideal,F,62.4,54.0,1096,4.66,4.7,2.92
4838,1.03,Premium,H,58.6,61.0,4406,6.64,6.6,3.88
4839,0.3,Very Good,G,62.1,60.0,605,4.24,4.3,2.65
4840,1.01,Premium,F,62.5,58.0,6271,6.43,6.4,4.01
4841,0.37,Good,E,63.3,56.0,818,4.58,4.61,2.91
4842,0.3,Ideal,I,62.1,58.0,389,4.27,4.29,2.66
4843,0.59,Ideal,G,62.1,55.0,1916,5.35,5.4,3.34
4844,0.58,Ideal,E,61.8,57.0,1903,5.32,5.36,3.3
4845,0.61,Ideal,F,61.1,57.0,3248,5.47,5.49,3.34
4846,2.14,Premium,H,61.7,58.0,16390,8.28,8.22,5.09
4847,0.7,Very Good,D,62.8,60.0,4022,5.65,5.69,3.56
4848,0.91,Premium,D,60.2,60.0,4429,6.25,6.3,3.78
4849,1.94,Very Good,I,63.1,59.0,9344,8.01,7.89,5.02
4850,1.02,Premium,I,61.1,59.0,3713,6.4,6.37,3.9
4851,1.07,Premium,G,60.9,58.0,6471,6.6,6.56,4.01
4852,0.68,Premium,G,61.9,60.0,1749,5.66,5.62,3.49
4853,0.5,Premium,E,61.4,59.0,1155,5.09,5.01,3.1
4854,0.52,Ideal,D,61.8,55.0,2225,5.19,5.23,3.22
4855,0.54,Premium,E,62.2,58.0,1637,5.26,5.23,3.26
4856,1.46,Fair,G,64.6,54.0,5504,7.11,7.03,4.57
4857,1.14,Premium,H,62.1,59.0,4463,6.73,6.61,4.14
4858,1.18,Ideal,E,61.4,57.0,11104,6.77,6.81,4.17
4859,1.18,Premium,I,60.8,58.0,4579,6.84,6.78,4.14
4860,1.53,Ideal,H,61.3,57.0,12459,7.38,7.41,4.53
4861,0.58,Ideal,F,62.0,57.0,1239,5.32,5.35,3.31
4862,0.96,Good,G,57.6,59.0,4234,6.53,6.56,3.77
4863,0.33,Ideal,G,61.1,56.0,666,4.46,4.48,2.73
4864,0.34,Ideal,F,61.8,55.0,1003,4.46,4.51,2.77
4865,0.53,Ideal,F,60.9,55.0,1220,5.26,5.29,3.21
4866,0.58,Very Good,D,60.2,58.0,1785,5.37,5.46,3.26
4867,1.08,Ideal,D,59.1,60.0,5177,6.7,6.76,3.98
4868,0.32,Ideal,H,61.7,57.0,529,4.38,4.4,2.71
4869,0.51,Very Good,E,63.0,59.0,1590,5.05,5.08,3.19
4870,0.37,Very Good,F,59.7,62.0,696,4.68,4.7,2.8
4871,1.03,Ideal,E,62.2,57.0,5234,6.42,6.48,4.01
4872,1.01,Very Good,E,62.8,60.0,5132,6.38,6.39,4.01
4873,1.5,Premium,J,62.8,62.0,7983,7.25,7.22,4.54
4874,1.51,Premium,G,62.0,58.0,10020,7.31,7.26,4.52
4875,0.53,Ideal,E,60.9,57.0,1769,5.21,5.24,3.18
4876,0.7,Ideal,E,61.8,56.0,2837,5.74,5.69,3.53
4877,1.11,Premium,G,60.8,58.0,6713,6.7,6.65,4.06
4878,0.34,Ideal,I,62.4,55.0,537,4.47,4.51,2.8
4879,1.01,Very Good,G,63.3,57.0,4185,6.37,6.35,4.02
4880,0.32,Ideal,E,60.8,57.0,769,4.39,4.42,2.68
4881,0.33,Ideal,H,60.9,56.0,511,4.5,4.53,2.75
4882,0.75,Premium,E,59.8,60.0,2360,5.9,5.84,3.51
4883,0.51,Ideal,F,62.2,57.0,2082,5.12,5.14,3.19
4884,0.6,Premium,D,61.5,52.0,1814,5.5,5.43,3.36
4885,0.71,Premium,E,61.1,58.0,3006,5.8,5.76,3.53
4886,1.28,Ideal,H,61.9,56.0,3355,6.95,6.91,4.29
4887,0.3,Very Good,G,62.8,58.0,605,4.26,4.28,2.68
4888,0.61,Very Good,G,63.0,58.0,2411,5.36,5.43,3.4
4889,0.93,Ideal,H,62.0,55.0,3844,6.32,6.29,3.91
4890,0.3,Ideal,H,61.6,55.0,776,4.34,4.3,2.66
4891,0.41,Premium,F,62.6,58.0,1076,4.75,4.74,2.97
4892,0.55,Premium,F,60.2,58.0,1410,5.31,5.35,3.21
4893,0.71,Good,H,64.0,61.0,2156,5.61,5.54,3.57
4894,0.31,Ideal,D,62.1,55.0,734,4.32,4.35,2.69
4895,1.11,Premium,H,61.1,59.0,6527,6.66,6.63,4.06
4896,1.12,Ideal,H,61.8,55.0,6222,6.7,6.64,4.12
4897,1.14,Premium,I,62.2,58.0,4788,6.7,6.67,4.16
4898,1.13,Ideal,I,62.3,56.0,4940,6.63,6.73,4.16
4899,0.69,Fair,G,65.4,63.0,1691,5.49,5.43,3.57
4900,0.53,Ideal,D,62.1,55.0,1857,5.17,5.2,3.22
4901,0.7,Very Good,F,63.1,54.0,2278,5.64,5.67,3.57
4902,0.56,Very Good,G,60.2,56.0,1686,5.35,5.37,3.23
4903,0.38,Ideal,E,61.9,57.0,751,4.61,4.66,2.87
4904,0.7,Premium,F,61.6,58.0,2441,5.7,5.73,3.52
4905,0.72,Very Good,F,62.5,58.0,2832,5.71,5.75,3.58
4906,0.6,Premium,H,62.1,62.0,835,5.33,5.27,3.3
4907,0.44,Ideal,E,61.5,56.0,1081,4.9,4.92,3.02
4908,0.36,Premium,I,60.4,60.0,624,4.62,4.58,2.78
4909,0.4,Ideal,E,61.8,56.0,1158,4.74,4.77,2.94
4910,1.55,Premium,I,58.2,60.0,10416,7.69,7.59,4.45
4911,0.91,Very Good,I,63.5,59.0,3618,6.1,6.06,3.86
4912,1.83,Premium,G,60.5,59.0,18525,7.99,7.89,4.8
4913,0.7,Fair,D,52.2,65.0,1895,6.04,5.99,3.14
4914,1.51,Good,E,63.6,56.0,12490,7.34,7.23,4.63
4915,0.3,Premium,F,58.8,60.0,673,4.41,4.37,2.58
4916,1.07,Ideal,D,60.3,56.0,12545,6.63,6.68,4.01
4917,1.16,Premium,H,62.3,56.0,6202,6.77,6.68,4.19
4918,1.52,Very Good,I,62.2,63.0,9576,7.26,7.23,4.51
4919,0.34,Ideal,G,61.5,55.0,540,4.49,4.52,2.77
4920,0.4,Ideal,F,61.7,56.0,1263,4.72,4.75,2.92
4921,0.81,Very Good,G,62.5,60.0,2806,5.89,5.94,3.69
4922,1.22,Ideal,H,61.9,55.0,4914,6.88,6.83,4.24
4923,0.51,Premium,E,61.0,61.0,2060,5.17,5.13,3.14
4924,0.96,Very Good,H,63.1,58.0,4064,6.2,6.25,3.93
4925,0.7,Ideal,I,61.5,56.0,2924,5.71,5.75,3.52
4926,0.54,Ideal,G,62.0,56.0,1920,5.23,5.27,3.25
4927,0.87,Very Good,J,61.4,57.0,2300,6.14,6.17,3.78
4928,1.08,Very Good,E,63.0,56.0,5805,6.5,6.52,4.1
4929,1.1,Ideal,G,61.3,57.0,7688,6.66,6.59,4.06
4930,0.77,Ideal,G,62.2,56.0,3148,5.9,5.85,3.66
4931,0.31,Ideal,H,61.7,57.0,698,4.38,4.34,2.69
4932,0.5,Good,G,59.3,65.0,1259,5.1,5.12,3.03
4933,1.05,Premium,H,61.4,58.0,4116,6.58,6.54,4.03
4934,1.08,Ideal,D,60.3,57.0,6539,6.68,6.71,4.04
4935,0.3,Ideal,H,62.3,56.0,491,4.29,4.31,2.68
4936,0.4,Ideal,G,61.2,56.0,1059,4.74,4.8,2.92
4937,0.3,Ideal,E,62.0,55.0,658,4.25,4.3,2.65
4938,0.3,Premium,D,62.2,60.0,710,4.28,4.3,2.67
4939,0.32,Ideal,F,62.1,54.0,786,4.41,4.44,2.75
4940,0.34,Very Good,E,63.4,55.0,714,4.46,4.44,2.82
4941,0.75,Ideal,E,60.2,57.0,3192,5.93,5.9,3.56
4942,0.31,Premium,F,60.8,59.0,874,4.36,4.39,2.66
4943,1.01,Premium,G,62.5,60.0,4588,6.34,6.39,3.98
4944,0.9,Very Good,H,62.3,58.0,3595,6.16,6.19,3.85
4945,1.01,Premium,H,60.3,59.0,3676,6.51,6.45,3.91
4946,0.3,Very Good,I,63.0,57.0,405,4.28,4.32,2.71
4947,0.51,Fair,F,56.3,61.0,1602,5.34,5.29,2.99
4948,1.16,Premium,I,62.4,58.0,5016,6.69,6.65,4.16
4949,1.26,Ideal,G,62.2,54.0,10371,6.89,6.98,4.31
4950,0.7,Very Good,G,59.2,58.0,2676,5.8,5.83,3.44
4951,0.34,Ideal,E,61.4,55.0,596,4.48,4.54,2.77
4952,0.35,Very Good,D,63.9,55.0,792,4.49,4.53,2.88
4953,0.43,Ideal,D,62.6,56.0,716,4.84,4.88,3.04
4954,0.47,Ideal,E,61.2,56.0,1872,5.01,5.05,3.08
4955,1.22,Good,H,63.8,55.0,7201,6.77,6.71,4.3
4956,0.5,Very Good,E,61.7,57.0,1675,5.12,5.16,3.17
4957,1.65,Premium,D,61.6,58.0,11712,7.59,7.55,4.66
4958,0.3,Ideal,F,62.1,55.0,868,4.31,4.32,2.68
4959,1.2,Premium,I,60.0,58.0,5080,6.93,6.91,4.15
4960,0.45,Very Good,G,62.2,58.0,1327,4.9,4.97,3.07
4961,0.3,Premium,D,60.4,59.0,911,4.35,4.33,2.62
4962,0.55,Ideal,F,62.7,55.0,1580,5.24,5.26,3.29
4963,0.5,Ideal,E,61.5,55.0,1554,5.11,5.16,3.16
4964,0.3,Ideal,D,61.0,56.0,552,4.3,4.33,2.63
4965,1.1,Ideal,E,61.9,56.0,3942,6.63,6.59,4.09
4966,1.03,Fair,D,64.4,61.0,4845,6.33,6.25,4.05
4967,0.71,Good,I,63.8,56.0,2549,5.65,5.7,3.62
4968,1.17,Ideal,H,61.4,56.0,5373,6.83,6.76,4.17
4969,1.0,Very Good,D,61.6,58.0,4543,6.37,6.45,3.95
4970,1.5,Premium,E,60.7,60.0,14386,7.41,7.32,4.47
4971,0.3,Good,D,63.2,57.0,447,4.21,4.24,2.67
4972,0.37,Ideal,E,61.0,56.0,613,4.66,4.68,2.85
4973,0.52,Ideal,G,61.6,56.0,1722,5.18,5.22,3.2
4974,1.31,Ideal,G,61.9,56.0,9085,7.08,7.05,4.37
4975,0.31,Premium,F,61.4,58.0,802,4.4,4.36,2.69
4976,1.2,Ideal,H,62.6,58.0,5613,6.74,6.81,4.24
4977,0.32,Very Good,G,62.3,58.0,421,4.37,4.42,2.74
4978,0.35,Premium,G,60.3,60.0,669,4.59,4.57,2.76
4979,0.72,Good,G,58.0,57.8,2958,5.85,5.87,3.4
4980,0.63,Premium,E,60.4,58.0,2171,5.59,5.64,3.39
4981,0.7,Good,I,57.1,61.0,2010,5.9,5.93,3.38
4982,0.73,Ideal,I,61.0,56.0,2596,5.82,5.86,3.56
4983,0.49,Premium,D,58.8,60.0,1940,5.26,5.14,3.06
4984,0.5,Premium,E,62.7,59.0,1676,5.06,5.02,3.16
4985,0.7,Good,E,63.5,59.0,2812,5.49,5.53,3.5
4986,0.35,Premium,E,60.2,58.0,1024,4.66,4.61,2.79
4987,0.33,Premium,H,62.4,58.0,521,4.39,4.42,2.75
4988,1.5,Fair,I,64.8,58.0,6717,7.05,7.15,4.6
4989,1.18,Ideal,I,62.2,56.0,5088,6.85,6.75,4.23
4990,0.78,Premium,F,60.8,60.0,2826,5.97,5.94,3.62
4991,0.23,Very Good,D,59.0,61.0,373,4.04,4.06,2.39
4992,0.31,Ideal,H,62.0,54.0,687,4.34,4.37,2.7
4993,0.51,Premium,G,59.1,59.0,1974,5.21,5.18,3.07
4994,0.35,Ideal,G,62.1,56.0,798,4.47,4.51,2.79
4995,1.0,Premium,H,61.8,60.0,3991,6.37,6.31,3.92
4996,0.41,Good,D,63.8,56.0,947,4.72,4.68,3.0
4997,0.4,Very Good,E,63.3,55.0,909,4.66,4.69,2.96
4998,1.0,Ideal,I,60.9,57.0,3881,6.47,6.43,3.93
4999,0.5,Ideal,F,61.6,57.0,1695,5.07,5.09,3.13
5000,2.01,Premium,F,61.3,58.0,14067,8.14,8.07,4.97
5001,0.32,Ideal,D,60.6,56.0,1066,4.47,4.5,2.72
5002,0.41,Good,J,64.3,55.0,606,4.66,4.7,3.01
5003,1.1,Ideal,F,61.5,59.0,8796,6.63,6.58,4.06
5004,0.33,Very Good,F,59.9,61.0,550,4.44,4.47,2.67
5005,1.2,Premium,H,62.8,61.0,4973,6.7,6.62,4.18
5006,0.54,Good,E,61.5,56.0,1600,5.22,5.26,3.23
5007,0.31,Premium,G,62.2,59.0,707,4.32,4.36,2.7
5008,0.61,Very Good,D,62.4,57.0,2096,5.44,5.46,3.4
5009,0.32,Premium,H,61.8,58.0,763,4.35,4.39,2.7
5010,0.82,Very Good,H,60.7,56.0,2836,6.04,6.06,3.67
5011,1.5,Premium,G,60.8,61.0,13720,7.36,7.29,4.45
5012,0.5,Ideal,H,61.9,56.0,1446,5.08,5.13,3.16
5013,0.23,Very Good,E,61.8,59.0,530,3.9,3.93,2.42
5014,0.71,Premium,D,62.4,59.0,3161,5.73,5.68,3.56
5015,1.68,Ideal,D,62.7,55.0,11147,7.45,7.58,4.71
5016,0.32,Ideal,G,62.2,55.0,936,4.43,4.41,2.75
5017,2.01,Premium,I,60.1,59.0,14558,8.24,8.19,4.94
5018,0.36,Ideal,D,61.7,55.0,1131,4.58,4.6,2.83
5019,1.07,Premium,J,62.8,57.0,4224,6.54,6.49,4.09
5020,0.4,Ideal,I,61.8,56.0,639,4.73,4.79,2.94
5021,0.34,Fair,F,55.8,62.0,2160,4.72,4.6,2.6
5022,1.12,Very Good,E,60.9,63.0,3794,6.59,6.65,4.03
5023,0.25,Ideal,F,61.1,58.0,595,4.04,4.08,2.48
5024,0.7,Premium,E,61.8,59.0,2159,5.69,5.76,3.54
5025,0.5,Ideal,D,62.4,55.0,1653,5.09,5.1,3.18
5026,1.01,Premium,E,61.7,56.0,4330,6.44,6.39,3.96
5027,0.73,Ideal,J,61.8,56.0,1877,5.78,5.81,3.58
5028,0.34,Ideal,E,62.2,57.0,646,4.42,4.46,2.76
5029,1.2,Premium,I,62.6,59.0,5712,6.85,6.79,4.27
5030,0.56,Ideal,G,61.7,56.0,1698,5.34,5.3,3.28
5031,0.52,Ideal,F,62.3,57.0,2246,5.18,5.13,3.21
5032,1.28,Premium,E,59.8,59.0,15806,7.1,7.07,4.24
5033,0.9,Premium,I,58.7,60.0,2923,6.35,6.28,3.7
5034,0.69,Premium,H,62.8,58.0,1822,5.65,5.62,3.54
5035,1.25,Good,I,63.3,55.8,5197,6.83,6.87,4.34
5036,1.55,Premium,D,62.0,58.0,10905,7.39,7.44,4.6
5037,0.24,Very Good,F,62.4,58.0,419,3.98,4.0,2.49
5038,0.73,Ideal,D,62.4,56.0,2683,5.74,5.77,3.59
5039,1.11,Premium,H,61.5,59.0,4662,6.67,6.63,4.09
5040,0.35,Ideal,D,61.9,55.0,829,4.5,4.54,2.8
5041,0.9,Premium,H,62.0,55.0,3377,6.21,6.17,3.84
5042,0.36,Ideal,G,62.2,53.0,1029,4.59,4.61,2.86
5043,1.16,Premium,H,62.6,57.0,4979,6.75,6.67,4.2
5044,0.7,Good,F,62.8,58.0,2470,5.6,5.65,3.53
5045,2.01,Good,D,64.6,55.0,15394,7.85,7.98,5.11
5046,0.4,Ideal,G,61.8,57.0,868,4.73,4.75,2.93
5047,1.0,Premium,E,61.0,59.0,3752,6.4,6.33,3.89
5048,0.56,Very Good,F,60.0,57.0,1679,5.41,5.38,3.24
5049,0.3,Ideal,E,61.8,56.0,789,4.33,4.35,2.68
5050,0.5,Ideal,H,61.4,54.0,1370,5.13,5.16,3.16
5051,0.9,Fair,H,66.9,63.0,1758,6.04,5.91,4.0
5052,0.8,Very Good,E,62.6,59.0,3070,5.84,5.91,3.68
5053,0.27,Very Good,E,63.8,60.0,407,4.03,4.09,2.59
5054,1.0,Fair,F,62.6,59.0,4925,6.25,6.3,3.93
5055,0.41,Very Good,J,63.4,56.0,784,4.73,4.7,2.99
5056,1.02,Ideal,G,61.3,56.0,7192,6.49,6.53,3.99
5057,0.55,Ideal,I,61.6,55.0,1281,5.27,5.29,3.25
5058,0.3,Ideal,F,61.4,56.0,1041,4.33,4.37,2.67
5059,0.7,Premium,H,61.0,57.0,2596,5.76,5.72,3.5
5060,0.3,Ideal,G,61.7,55.0,789,4.32,4.34,2.67
5061,0.94,Good,I,63.8,60.0,3134,6.14,6.21,3.94
5062,1.01,Ideal,G,61.8,57.0,6504,6.43,6.41,3.97
5063,0.32,Ideal,G,60.5,57.0,954,4.42,4.44,2.68
5064,1.5,Very Good,H,61.5,57.0,8936,7.32,7.37,4.52
5065,0.38,Ideal,G,61.6,56.0,1074,4.67,4.72,2.89
5066,1.19,Good,J,63.6,54.0,4931,6.78,6.74,4.3
5067,0.52,Premium,H,62.6,55.0,1219,5.16,5.12,3.22
5068,1.0,Very Good,D,63.6,56.0,7717,6.3,6.35,4.02
5069,0.33,Ideal,E,62.3,57.0,928,4.43,4.4,2.75
5070,0.52,Premium,E,62.5,60.0,1694,5.14,5.1,3.2
5071,0.31,Premium,G,61.0,56.0,698,4.37,4.35,2.66
5072,2.1,Premium,I,59.2,60.0,13753,8.38,8.35,4.95
5073,0.3,Very Good,H,63.2,55.0,485,4.29,4.26,2.7
5074,0.3,Ideal,G,62.7,54.0,764,4.3,4.34,2.71
5075,0.75,Fair,J,55.0,66.0,1827,6.2,6.04,3.37
5076,0.9,Premium,I,61.2,62.0,3338,6.19,6.13,3.77
5077,0.33,Very Good,H,61.9,55.0,614,4.44,4.46,2.75
5078,0.4,Very Good,G,61.6,59.0,702,4.66,4.72,2.89
5079,0.35,Ideal,H,61.7,56.0,1024,4.55,4.53,2.8
5080,1.0,Fair,F,64.8,61.0,6115,6.26,6.21,4.04
5081,0.7,Very Good,G,58.7,53.0,2563,5.83,5.86,3.43
5082,0.3,Ideal,H,62.1,55.0,590,4.33,4.36,2.7
5083,0.76,Ideal,E,61.7,57.0,2949,5.84,5.89,3.62
5084,1.09,Ideal,E,60.6,57.0,8158,6.66,6.67,4.04
5085,1.07,Very Good,G,61.9,60.0,6101,6.48,6.55,4.03
5086,0.5,Very Good,D,62.8,56.0,1752,5.04,5.08,3.18
5087,0.3,Very Good,D,59.7,58.0,681,4.39,4.32,2.6
5088,0.34,Ideal,I,62.3,55.0,459,4.42,4.47,2.77
5089,0.42,Ideal,E,61.7,57.0,1014,4.78,4.81,2.96
5090,1.0,Good,H,59.5,64.0,4592,6.44,6.41,3.82
5091,0.7,Ideal,F,61.0,57.0,3478,5.73,5.75,3.5
5092,0.51,Good,G,57.6,56.0,1885,5.27,5.35,3.06
5093,0.31,Ideal,H,61.4,54.0,687,4.4,4.43,2.71
5094,1.99,Good,J,62.9,61.0,13338,7.91,8.06,4.99
5095,1.17,Very Good,H,63.1,58.0,4455,6.72,6.64,4.22
5096,0.33,Good,I,63.6,57.0,572,4.42,4.39,2.8
5097,0.27,Premium,E,61.5,58.0,603,4.22,4.17,2.58
5098,0.78,Good,J,58.0,62.0,2035,6.01,6.05,3.5
5099,0.3,Ideal,F,61.8,56.0,605,4.3,4.31,2.66
5100,1.0,Fair,H,66.1,56.0,2856,6.21,5.97,4.04
5101,0.37,Premium,H,59.5,61.0,749,4.67,4.64,2.77
5102,1.02,Premium,D,59.8,61.0,6909,6.61,6.54,3.93
5103,0.53,Premium,I,62.3,58.0,1383,5.26,5.18,3.25
5104,1.03,Very Good,D,61.2,54.0,5948,6.53,6.61,4.02
5105,0.41,Premium,E,59.3,61.0,904,4.84,4.8,2.86
5106,0.54,Premium,E,61.3,59.0,1993,5.26,5.21,3.21
5107,1.67,Ideal,F,62.4,54.0,11341,7.6,7.63,4.75
5108,1.01,Premium,F,62.6,58.0,6176,6.48,6.37,4.02
5109,1.5,Ideal,I,62.6,57.0,9761,7.31,7.26,4.56
5110,0.4,Good,D,63.4,56.0,666,4.67,4.73,2.98
5111,0.54,Premium,D,58.3,61.0,1770,5.38,5.32,3.12
5112,0.3,Fair,E,66.6,54.0,586,4.14,4.18,2.77
5113,0.71,Ideal,F,61.8,55.0,3516,5.74,5.76,3.55
5114,0.33,Ideal,G,62.6,57.0,579,4.45,4.47,2.79
5115,0.51,Very Good,E,63.2,61.0,1443,5.08,5.05,3.2
5116,2.05,Ideal,H,62.4,57.0,17294,8.14,8.08,5.06
5117,0.38,Ideal,E,62.7,55.0,1000,4.6,4.65,2.9
5118,0.28,Ideal,E,60.6,55.0,787,4.28,4.3,2.6
5119,1.13,Ideal,F,59.6,57.0,6391,6.83,6.79,4.06
5120,1.91,Fair,I,59.5,68.0,12244,8.1,7.91,4.78
5121,2.03,Premium,E,61.5,59.0,18477,8.24,8.16,5.04
5122,0.7,Premium,D,60.5,58.0,2354,5.8,5.74,3.49
5123,0.42,Ideal,I,61.4,56.0,1081,4.83,4.85,2.97
5124,0.36,Ideal,I,60.5,57.0,568,4.56,4.59,2.77
5125,2.44,Very Good,J,58.1,60.0,18430,8.89,8.93,5.18
5126,0.51,Good,H,56.7,60.0,1060,5.38,5.35,3.04
5127,1.01,Ideal,G,61.5,56.0,6794,6.48,6.43,3.97
5128,0.72,Very Good,E,61.4,58.0,2667,5.78,5.82,3.56
5129,1.17,Premium,F,62.5,57.0,4259,6.8,6.71,4.22
5130,0.32,Ideal,G,60.3,57.0,561,4.43,4.46,2.68
5131,0.45,Premium,I,62.2,58.0,941,4.89,4.86,3.03
5132,0.9,Good,J,64.1,56.0,2691,6.12,6.08,3.91
5133,0.33,Ideal,G,61.4,54.0,854,4.48,4.44,2.74
5134,1.01,Premium,F,62.3,58.0,5345,6.44,6.41,4.0
5135,0.33,Ideal,E,61.2,56.0,723,4.45,4.47,2.73
5136,2.01,Premium,H,60.9,59.0,16733,8.15,8.04,4.93
5137,0.9,Very Good,D,60.3,63.0,3473,6.22,6.12,3.72
